orderID,timestamp,orderStatus,totalPrice,processedByEmployee
153,2026-08-24 15:02:00,Completed,7.58,2
154,2026-08-24 16:33:00,Completed,6.48,1
155,2026-08-24 14:44:00,Completed,30.68,5
156,2026-08-24 11:18:00,Completed,27.26,2
157,2026-08-24 18:06:00,Completed,7.36,3
158,2026-08-24 19:17:00,Completed,34.83,1
159,2026-08-24 11:17:00,Completed,7.46,4
160,2026-08-24 19:59:00,Completed,30.02,3
161,2026-08-24 15:47:00,Completed,15.55,3
162,2026-08-24 17:44:00,Completed,6.17,4
163,2026-08-24 18:39:00,Completed,6.65,4
164,2026-08-24 19:13:00,Completed,31.8,3
165,2026-08-24 18:31:00,Completed,21.97,2
166,2026-08-24 13:57:00,Completed,23.96,3
167,2026-08-24 12:14:00,Completed,23.56,1
168,2026-08-24 16:09:00,Completed,20.95,2
169,2026-08-24 21:58:00,Completed,24.94,1
170,2026-08-24 21:07:00,Completed,6.15,1
171,2026-08-24 12:46:00,Completed,6.57,5
172,2026-08-24 19:50:00,Completed,18.28,5
173,2026-08-24 16:35:00,Completed,15.5,4
174,2026-08-24 15:21:00,Completed,19.65,3
175,2026-08-24 12:38:00,Completed,14.52,5
176,2026-08-24 11:32:00,Completed,6.08,1
177,2026-08-24 16:52:00,Completed,6.82,4
178,2026-08-24 11:06:00,Completed,28.5,1
179,2026-08-24 18:29:00,Completed,7.02,2
180,2026-08-24 21:36:00,Completed,25.57,1
181,2026-08-24 19:23:00,Completed,30.62,3
182,2026-08-24 21:25:00,Completed,22.54,1
183,2026-08-24 14:26:00,Completed,24.33,3
184,2026-08-24 17:23:00,Completed,12.86,4
185,2026-08-24 17:47:00,Completed,31.41,3
186,2026-08-24 21:28:00,Completed,32.2,5
187,2026-08-24 11:59:00,Completed,32.37,1
188,2026-08-24 11:48:00,Completed,19.02,5
189,2026-08-24 11:00:00,Completed,30.97,3
190,2026-08-24 19:00:00,Completed,14.22,4
191,2026-08-24 13:00:00,Completed,29.65,4
192,2026-08-24 12:04:00,Completed,34.05,1
193,2026-08-24 10:36:00,Completed,14.33,1
194,2026-08-24 12:57:00,Completed,9.94,1
195,2026-08-24 20:24:00,Completed,10.92,3
196,2026-08-24 13:14:00,Completed,10.8,4
197,2026-08-24 20:36:00,Completed,22.67,4
198,2026-08-24 13:13:00,Completed,15.4,4
199,2026-08-24 17:52:00,Completed,17.58,2
200,2026-08-24 14:53:00,Completed,28.93,2
201,2026-08-24 10:01:00,Completed,27.3,1
202,2026-08-24 14:30:00,Completed,18.56,5
203,2026-08-24 18:22:00,Completed,33.66,3
204,2026-08-24 12:05:00,Completed,13.58,2
205,2026-08-24 20:46:00,Completed,21.39,5
206,2026-08-24 21:17:00,Completed,18.24,3
207,2026-08-24 20:36:00,Completed,34.57,3
208,2026-08-24 21:59:00,Completed,18.52,4
209,2026-08-24 17:59:00,Completed,13.4,1
210,2026-08-24 15:30:00,Completed,6.02,2
211,2026-08-24 17:20:00,Completed,30.66,2
212,2026-08-24 20:18:00,Completed,6.31,2
213,2026-08-24 14:15:00,Completed,16.89,4
214,2026-08-24 16:18:00,Completed,7.33,4
215,2026-08-24 12:44:00,Completed,33.67,5
216,2026-08-24 17:33:00,Completed,11.89,3
217,2026-08-24 12:34:00,Completed,31.32,4
218,2026-08-24 19:53:00,Completed,5.95,2
219,2026-08-24 21:16:00,Completed,28.98,4
220,2026-08-24 21:59:00,Completed,24.09,1
221,2026-08-24 15:13:00,Completed,23.29,1
222,2026-08-25 15:33:00,Completed,32.93,3
223,2026-08-25 12:29:00,Completed,31.86,2
224,2026-08-25 11:02:00,Completed,5.1,2
225,2026-08-25 11:15:00,Completed,31.4,5
226,2026-08-25 11:15:00,Completed,16.86,2
227,2026-08-25 15:55:00,Completed,23.06,5
228,2026-08-25 17:02:00,Completed,7.57,1
229,2026-08-25 14:02:00,Completed,22.64,2
230,2026-08-25 12:08:00,Completed,5.5,2
231,2026-08-25 18:50:00,Completed,8.96,2
232,2026-08-25 12:55:00,Completed,16.1,4
233,2026-08-25 19:52:00,Completed,13.58,5
234,2026-08-25 14:06:00,Completed,12.9,3
235,2026-08-25 10:37:00,Completed,33.09,5
236,2026-08-25 12:42:00,Completed,11.99,5
237,2026-08-25 20:38:00,Completed,33.45,5
238,2026-08-25 20:48:00,Completed,32.87,5
239,2026-08-25 17:27:00,Completed,15.54,5
240,2026-08-25 21:44:00,Completed,21.8,2
241,2026-08-25 13:38:00,Completed,8.69,4
242,2026-08-25 12:55:00,Completed,12.8,4
243,2026-08-25 19:57:00,Completed,10.67,1
244,2026-08-25 15:55:00,Completed,20.87,5
245,2026-08-25 13:10:00,Completed,32.55,2
246,2026-08-25 13:27:00,Completed,14.04,2
247,2026-08-25 16:13:00,Completed,18.25,4
248,2026-08-25 17:09:00,Completed,17.1,2
249,2026-08-25 10:19:00,Completed,21.81,2
250,2026-08-25 15:16:00,Completed,23.46,1
251,2026-08-25 16:22:00,Completed,12.94,2
252,2026-08-25 11:23:00,Completed,18.18,2
253,2026-08-25 15:51:00,Completed,33.87,2
254,2026-08-25 15:44:00,Completed,10.95,3
255,2026-08-25 21:14:00,Completed,28.07,1
256,2026-08-25 10:36:00,Completed,16.14,2
257,2026-08-25 18:57:00,Completed,15.88,3
258,2026-08-25 17:02:00,Completed,25.7,1
259,2026-08-25 15:38:00,Completed,29.97,5
260,2026-08-25 12:56:00,Completed,28.64,5
261,2026-08-25 19:40:00,Completed,17.3,2
262,2026-08-25 11:51:00,Completed,18.92,4
263,2026-08-25 20:16:00,Completed,6.68,5
264,2026-08-25 13:09:00,Completed,19.3,1
265,2026-08-25 16:48:00,Completed,17.66,2
266,2026-08-25 11:11:00,Completed,29.33,1
267,2026-08-25 10:32:00,Completed,14.21,5
268,2026-08-25 16:56:00,Completed,8.93,1
269,2026-08-25 20:56:00,Completed,17.49,2
270,2026-08-25 17:29:00,Completed,21.63,4
271,2026-08-25 18:20:00,Completed,13.86,3
272,2026-08-25 16:16:00,Completed,27.09,4
273,2026-08-25 13:56:00,Completed,15.23,2
274,2026-08-25 20:24:00,Completed,19.67,5
275,2026-08-25 20:50:00,Completed,21.22,4
276,2026-08-25 14:58:00,Completed,21.74,2
277,2026-08-25 19:27:00,Completed,17.12,3
278,2026-08-25 11:12:00,Completed,16.56,4
279,2026-08-25 17:57:00,Completed,18.86,2
280,2026-08-25 15:51:00,Completed,26.16,5
281,2026-08-25 12:27:00,Completed,16.46,2
282,2026-08-25 12:39:00,Completed,11.54,1
283,2026-08-25 18:39:00,Completed,21.84,5
284,2026-08-25 13:59:00,Completed,19.94,5
285,2026-08-25 18:45:00,Completed,5.75,3
286,2026-08-25 13:05:00,Completed,10.68,3
287,2026-08-25 16:33:00,Completed,11.72,4
288,2026-08-25 15:45:00,Completed,21.88,1
289,2026-08-25 11:11:00,Completed,17.41,2
290,2026-08-25 15:57:00,Completed,18.69,2
291,2026-08-25 20:34:00,Completed,33.46,2
292,2026-08-25 18:09:00,Completed,22.32,4
293,2026-08-25 16:59:00,Completed,20.46,4
294,2026-08-25 17:36:00,Completed,24.79,1
295,2026-08-25 16:47:00,Completed,19.79,2
296,2026-08-25 17:05:00,Completed,25.15,3
297,2026-08-25 17:01:00,Completed,15.46,2
298,2026-08-25 16:25:00,Completed,11.77,4
299,2026-08-25 21:05:00,Completed,16.61,4
300,2026-08-25 17:47:00,Completed,10.94,5
301,2026-08-25 14:21:00,Completed,19.44,1
302,2026-08-25 20:02:00,Completed,20.62,2
303,2026-08-25 19:13:00,Completed,32.04,3
304,2026-08-25 17:32:00,Completed,23.34,5
305,2026-08-25 21:31:00,Completed,16.94,2
306,2026-08-25 11:09:00,Completed,25.01,3
307,2026-08-25 21:12:00,Completed,6.29,1
308,2026-08-25 10:13:00,Completed,16.7,4
309,2026-08-25 15:34:00,Completed,27.26,5
310,2026-08-25 20:19:00,Completed,20.85,4
311,2026-08-25 17:47:00,Completed,27.5,4
312,2026-08-25 12:11:00,Completed,8.15,5
313,2026-08-25 19:37:00,Completed,33.25,1
314,2026-08-25 10:47:00,Completed,10.02,5
315,2026-08-25 19:00:00,Completed,28.0,1
316,2026-08-25 15:57:00,Completed,16.94,4
317,2026-08-25 15:52:00,Completed,10.73,3
318,2026-08-25 12:49:00,Completed,26.73,1
319,2026-08-25 10:18:00,Completed,13.12,5
320,2026-08-25 21:41:00,Completed,23.36,2
321,2026-08-25 19:31:00,Completed,34.07,5
322,2026-08-25 10:14:00,Completed,21.12,3
323,2026-08-25 10:43:00,Completed,16.1,3
324,2026-08-25 17:17:00,Completed,28.49,3
325,2026-08-25 12:09:00,Completed,33.62,1
326,2026-08-25 12:47:00,Completed,34.65,2
327,2026-08-25 18:41:00,Completed,14.55,1
328,2026-08-25 17:33:00,Completed,14.53,5
329,2026-08-25 17:08:00,Completed,27.77,1
330,2026-08-25 15:57:00,Completed,7.85,2
331,2026-08-25 20:44:00,Completed,16.23,1
332,2026-08-25 15:36:00,Completed,18.18,3
333,2026-08-25 10:09:00,Completed,19.13,5
334,2026-08-25 13:33:00,Completed,27.54,3
335,2026-08-25 14:39:00,Completed,24.72,5
336,2026-08-25 20:48:00,Completed,7.31,4
337,2026-08-25 14:53:00,Completed,33.13,3
338,2026-08-25 17:15:00,Completed,33.95,4
339,2026-08-25 19:41:00,Completed,28.28,5
340,2026-08-25 13:59:00,Completed,21.78,2
341,2026-08-25 21:06:00,Completed,19.12,2
342,2026-08-25 19:01:00,Completed,29.62,3
343,2026-08-25 16:54:00,Completed,33.74,3
344,2026-08-25 21:25:00,Completed,25.22,1
345,2026-08-25 12:24:00,Completed,25.63,4
346,2026-08-25 21:35:00,Completed,10.06,1
347,2026-08-25 12:17:00,Completed,12.82,3
348,2026-08-25 18:13:00,Completed,24.13,5
349,2026-08-25 17:40:00,Completed,29.03,5
350,2026-08-25 18:09:00,Completed,13.79,3
351,2026-08-25 11:57:00,Completed,29.58,5
352,2026-08-25 18:54:00,Completed,25.13,2
353,2026-08-25 21:35:00,Completed,21.01,1
354,2026-08-25 19:23:00,Completed,11.33,3
355,2026-08-25 17:54:00,Completed,26.08,5
356,2026-08-25 14:14:00,Completed,17.92,1
357,2026-08-25 15:34:00,Completed,9.19,2
358,2026-08-25 15:30:00,Completed,11.06,4
359,2026-08-25 10:16:00,Completed,14.93,2
360,2026-08-25 18:35:00,Completed,21.01,2
361,2026-08-25 14:54:00,Completed,5.48,4
362,2026-08-25 12:34:00,Completed,7.94,4
363,2026-08-25 17:57:00,Completed,5.6,4
364,2026-08-25 18:08:00,Completed,20.9,2
365,2026-08-25 18:15:00,Completed,28.79,3
366,2026-08-25 14:36:00,Completed,20.6,5
367,2026-08-25 14:34:00,Completed,32.56,4
368,2026-08-25 19:21:00,Completed,24.36,1
369,2026-08-25 10:15:00,Completed,12.37,3
370,2026-08-25 17:35:00,Completed,11.31,5
371,2026-08-25 21:29:00,Completed,19.32,5
372,2026-08-25 18:51:00,Completed,29.99,4
373,2026-08-25 18:28:00,Completed,20.78,3
374,2026-08-25 20:56:00,Completed,11.23,4
375,2026-08-25 16:59:00,Completed,17.2,5
376,2026-08-25 12:58:00,Completed,14.68,2
377,2026-08-25 11:34:00,Completed,25.39,2
378,2026-08-25 12:30:00,Completed,14.19,3
379,2026-08-25 16:24:00,Completed,7.4,2
380,2026-08-25 16:46:00,Completed,28.27,4
381,2026-08-25 21:54:00,Completed,28.22,4
382,2026-08-25 18:34:00,Completed,12.09,4
383,2026-08-25 13:20:00,Completed,24.14,2
384,2026-08-25 13:27:00,Completed,30.59,5
385,2026-08-25 14:09:00,Completed,12.58,1
386,2026-08-25 17:26:00,Completed,12.87,3
387,2026-08-25 18:39:00,Completed,27.87,3
388,2026-08-25 11:31:00,Completed,34.18,5
389,2026-08-25 11:33:00,Completed,6.88,5
390,2026-08-25 17:05:00,Completed,12.44,4
391,2026-08-25 18:11:00,Completed,26.18,4
392,2026-08-25 18:32:00,Completed,33.51,5
393,2026-08-25 12:05:00,Completed,8.13,5
394,2026-08-25 15:22:00,Completed,7.44,5
395,2026-08-25 13:00:00,Completed,19.77,1
396,2026-08-25 18:30:00,Completed,21.99,4
397,2026-08-25 13:04:00,Completed,7.81,2
398,2026-08-25 15:39:00,Completed,34.72,1
399,2026-08-25 19:08:00,Completed,22.72,4
400,2026-08-25 10:28:00,Completed,19.71,1
401,2026-08-25 16:25:00,Completed,11.06,3
402,2026-08-25 17:56:00,Completed,6.66,4
403,2026-08-25 13:03:00,Completed,23.03,5
404,2026-08-25 10:26:00,Completed,30.57,4
405,2026-08-26 11:27:00,Completed,10.3,4
406,2026-08-26 20:21:00,Completed,13.56,3
407,2026-08-26 21:53:00,Completed,22.97,4
408,2026-08-26 11:27:00,Completed,30.44,1
409,2026-08-26 15:06:00,Completed,10.54,1
410,2026-08-26 19:19:00,Completed,31.18,5
411,2026-08-26 19:54:00,Completed,9.22,1
412,2026-08-26 17:50:00,Completed,26.7,1
413,2026-08-26 18:09:00,Completed,14.45,2
414,2026-08-26 16:58:00,Completed,9.94,2
415,2026-08-26 13:57:00,Completed,25.51,2
416,2026-08-26 17:17:00,Completed,18.49,3
417,2026-08-26 14:53:00,Completed,6.34,4
418,2026-08-26 18:44:00,Completed,13.64,4
419,2026-08-26 13:53:00,Completed,8.58,4
420,2026-08-26 12:17:00,Completed,7.2,5
421,2026-08-26 16:39:00,Completed,19.06,5
422,2026-08-26 10:37:00,Completed,17.17,1
423,2026-08-26 20:58:00,Completed,33.11,5
424,2026-08-26 20:38:00,Completed,27.65,2
425,2026-08-26 13:13:00,Completed,24.66,5
426,2026-08-26 19:07:00,Completed,25.0,5
427,2026-08-26 21:20:00,Completed,22.13,2
428,2026-08-26 15:20:00,Completed,25.91,5
429,2026-08-26 12:05:00,Completed,19.6,5
430,2026-08-26 19:14:00,Completed,7.77,3
431,2026-08-26 10:30:00,Completed,8.37,5
432,2026-08-26 13:27:00,Completed,21.67,5
433,2026-08-26 13:39:00,Completed,15.49,1
434,2026-08-26 14:47:00,Completed,27.03,4
435,2026-08-26 19:15:00,Completed,14.77,2
436,2026-08-26 20:48:00,Completed,29.04,4
437,2026-08-26 11:35:00,Completed,24.22,5
438,2026-08-26 10:10:00,Completed,18.72,1
439,2026-08-26 21:31:00,Completed,18.59,5
440,2026-08-26 18:50:00,Completed,24.31,1
441,2026-08-26 15:56:00,Completed,25.34,2
442,2026-08-26 19:09:00,Completed,16.87,4
443,2026-08-26 12:35:00,Completed,18.63,5
444,2026-08-26 21:43:00,Completed,12.34,5
445,2026-08-26 21:42:00,Completed,12.92,1
446,2026-08-26 12:07:00,Completed,14.45,4
447,2026-08-26 11:15:00,Completed,30.22,5
448,2026-08-26 10:42:00,Completed,9.3,1
449,2026-08-26 20:42:00,Completed,13.65,2
450,2026-08-26 15:29:00,Completed,32.28,2
451,2026-08-26 16:44:00,Completed,29.95,4
452,2026-08-26 17:59:00,Completed,20.1,1
453,2026-08-26 12:49:00,Completed,32.69,1
454,2026-08-26 12:03:00,Completed,25.58,1
455,2026-08-26 11:21:00,Completed,24.12,3
456,2026-08-26 10:56:00,Completed,22.42,3
457,2026-08-26 12:55:00,Completed,9.9,5
458,2026-08-26 10:49:00,Completed,26.65,5
459,2026-08-26 10:29:00,Completed,32.51,1
460,2026-08-26 21:21:00,Completed,23.83,3
461,2026-08-26 14:49:00,Completed,11.3,1
462,2026-08-26 21:49:00,Completed,26.17,5
463,2026-08-26 12:42:00,Completed,29.79,5
464,2026-08-26 17:25:00,Completed,15.76,5
465,2026-08-26 16:55:00,Completed,7.25,3
466,2026-08-26 18:15:00,Completed,23.93,4
467,2026-08-26 21:49:00,Completed,6.69,4
468,2026-08-26 10:57:00,Completed,30.99,4
469,2026-08-26 12:33:00,Completed,25.14,5
470,2026-08-26 12:16:00,Completed,13.8,3
471,2026-08-26 19:37:00,Completed,5.77,2
472,2026-08-26 17:30:00,Completed,13.7,5
473,2026-08-26 17:02:00,Completed,23.21,2
474,2026-08-26 14:17:00,Completed,31.36,5
475,2026-08-26 20:50:00,Completed,26.93,5
476,2026-08-26 16:11:00,Completed,5.5,4
477,2026-08-26 11:31:00,Completed,20.66,1
478,2026-08-26 10:56:00,Completed,19.38,2
479,2026-08-26 21:32:00,Completed,7.08,1
480,2026-08-26 19:54:00,Completed,15.48,3
481,2026-08-26 19:24:00,Completed,16.24,1
482,2026-08-26 14:34:00,Completed,7.24,1
483,2026-08-26 19:39:00,Completed,6.34,1
484,2026-08-26 16:31:00,Completed,25.69,1
485,2026-08-26 12:10:00,Completed,9.73,3
486,2026-08-26 14:56:00,Completed,7.63,2
487,2026-08-26 17:31:00,Completed,7.3,1
488,2026-08-26 20:08:00,Completed,13.06,5
489,2026-08-26 20:51:00,Completed,33.42,3
490,2026-08-26 10:32:00,Completed,17.09,4
491,2026-08-26 13:34:00,Completed,20.12,2
492,2026-08-26 21:40:00,Completed,33.98,5
493,2026-08-26 20:52:00,Completed,7.89,5
494,2026-08-26 21:11:00,Completed,11.89,1
495,2026-08-26 20:02:00,Completed,30.0,2
496,2026-08-26 12:09:00,Completed,7.53,1
497,2026-08-26 21:54:00,Completed,34.15,4
498,2026-08-26 11:16:00,Completed,8.44,1
499,2026-08-26 20:16:00,Completed,28.88,3
500,2026-08-26 10:28:00,Completed,5.21,3
501,2026-08-26 14:42:00,Completed,26.55,4
502,2026-08-26 11:15:00,Completed,23.17,4
503,2026-08-26 16:04:00,Completed,18.21,3
504,2026-08-26 19:05:00,Completed,21.49,2
505,2026-08-26 14:06:00,Completed,14.87,4
506,2026-08-26 13:01:00,Completed,28.71,1
507,2026-08-26 19:02:00,Completed,8.21,3
508,2026-08-26 15:03:00,Completed,30.5,4
509,2026-08-26 20:35:00,Completed,7.68,5
510,2026-08-26 10:15:00,Completed,26.75,2
511,2026-08-26 13:48:00,Completed,7.93,3
512,2026-08-26 17:28:00,Completed,8.19,2
513,2026-08-26 21:01:00,Completed,34.08,3
514,2026-08-26 19:57:00,Completed,14.48,1
515,2026-08-26 15:17:00,Completed,28.96,5
516,2026-08-26 16:04:00,Completed,18.88,5
517,2026-08-26 17:38:00,Completed,14.2,2
518,2026-08-26 21:32:00,Completed,11.95,3
519,2026-08-26 17:55:00,Completed,15.53,1
520,2026-08-26 11:40:00,Completed,5.02,3
521,2026-08-26 21:40:00,Completed,19.92,5
522,2026-08-26 17:59:00,Completed,29.63,3
523,2026-08-26 17:33:00,Completed,16.07,5
524,2026-08-26 18:57:00,Completed,25.65,2
525,2026-08-26 11:03:00,Completed,32.8,1
526,2026-08-26 10:35:00,Completed,29.61,3
527,2026-08-26 14:34:00,Completed,29.62,3
528,2026-08-26 16:25:00,Completed,5.73,2
529,2026-08-26 11:03:00,Completed,7.12,4
530,2026-08-26 17:35:00,Completed,15.84,1
531,2026-08-26 19:32:00,Completed,30.62,1
532,2026-08-26 18:02:00,Completed,10.99,3
533,2026-08-26 15:44:00,Completed,29.31,3
534,2026-08-26 10:25:00,Completed,27.2,2
535,2026-08-26 13:28:00,Completed,20.73,3
536,2026-08-26 13:54:00,Completed,13.82,3
537,2026-08-26 10:40:00,Completed,24.22,1
538,2026-08-26 13:43:00,Completed,10.29,2
539,2026-08-26 19:27:00,Completed,25.98,5
540,2026-08-26 16:56:00,Completed,21.02,1
541,2026-08-26 19:58:00,Completed,26.16,2
542,2026-08-26 18:50:00,Completed,18.09,5
543,2026-08-26 15:34:00,Completed,11.46,1
544,2026-08-26 12:07:00,Completed,27.25,2
545,2026-08-26 15:02:00,Completed,28.66,2
546,2026-08-26 13:05:00,Completed,35.0,3
547,2026-08-26 17:04:00,Completed,24.93,4
548,2026-08-26 17:09:00,Completed,12.99,3
549,2026-08-26 13:38:00,Completed,21.0,3
550,2026-08-26 18:25:00,Completed,17.78,1
551,2026-08-26 21:32:00,Completed,12.56,2
552,2026-08-26 20:36:00,Completed,6.08,2
553,2026-08-26 15:26:00,Completed,29.44,4
554,2026-08-26 15:46:00,Completed,15.06,1
555,2026-08-26 14:45:00,Completed,20.75,2
556,2026-08-26 10:53:00,Completed,21.05,2
557,2026-08-26 15:41:00,Completed,14.4,1
